Diagnosis,ICD-10 Code,ICD Description,Similarity Score,Justification,Alternative Suggestions,Needs Review
"Esophagitis, unspecified",A01.00,,0.09999090433120728,"The diagnosis 'Esophagitis, unspecified' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
Essential (primary) hypertension,Z98.41,,0.020514309406280518,The diagnosis 'Essential (primary) hypertension' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
Essential and other specified forms of tremor,A01.00,,-0.013996024616062641,The diagnosis 'Essential and other specified forms of tremor' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Essential thrombocythemia,Z98.41,,0.047777917236089706,The diagnosis 'Essential thrombocythemia' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
Estrogen receptor positive status [ER+],A01.00,,0.020236751064658165,The diagnosis 'Estrogen receptor positive status [ER+]' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Examination of participant in clinical trial,Z98.41,,0.096215158700943,The diagnosis 'Examination of participant in clinical trial' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
"Exposure to other specified factors, initial encounter",Z98.41,,0.04474490135908127,"The diagnosis 'Exposure to other specified factors, initial encounter' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
Facial weakness,A01.00,,0.18197877705097198,The diagnosis 'Facial weakness' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Facial weakness following cerebral infarction,Z98.41,,0.06990385800600052,The diagnosis 'Facial weakness following cerebral infarction' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
"Fall (on) (from) other stairs and steps, initial encounter",A01.00,,0.05684028938412666,"The diagnosis 'Fall (on) (from) other stairs and steps, initial encounter' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
"Fall from other slipping, tripping, or stumbling",A01.00,,0.044824130833148956,"The diagnosis 'Fall from other slipping, tripping, or stumbling' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
"Fall on same level from slipping, tripping and stumbling without subsequent striking against object, initial encounter",Z98.41,,0.05781301483511925,"The diagnosis 'Fall on same level from slipping, tripping and stumbling without subsequent striking against object, initial encounter' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
"Fall on same level, unspecified, initial encounter",A01.00,,0.059114158153533936,"The diagnosis 'Fall on same level, unspecified, initial encounter' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
"Fall on same level, unspecified, subsequent encounter",Z98.41,,0.06298589706420898,"The diagnosis 'Fall on same level, unspecified, subsequent encounter' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
Fall resulting in striking against other object,A01.00,,0.0668022558093071,The diagnosis 'Fall resulting in striking against other object' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Family history of diabetes mellitus,Z98.41,,-0.029330210760235786,The diagnosis 'Family history of diabetes mellitus' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
Family history of ischemic heart disease,Z98.41,,-0.0283283069729805,The diagnosis 'Family history of ischemic heart disease' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
Family history of ischemic heart disease and other diseases of the circulatory system,Z98.41,,-0.019230026751756668,The diagnosis 'Family history of ischemic heart disease and other diseases of the circulatory system' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
Family history of malignant neoplasm of breast,Z98.41,,0.026127835735678673,The diagnosis 'Family history of malignant neoplasm of breast' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
Family history of malignant neoplasm of digestive organs,A01.00,,-0.011472927406430244,The diagnosis 'Family history of malignant neoplasm of digestive organs' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Family history of malignant neoplasm of gastrointestinal tract,A01.00,,-0.03428196161985397,The diagnosis 'Family history of malignant neoplasm of gastrointestinal tract' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Family history of malignant neoplasm of other genital organs,Z98.41,,0.04677216708660126,The diagnosis 'Family history of malignant neoplasm of other genital organs' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
Family history of malignant neoplasm of prostate,Z98.41,,0.006239152047783136,The diagnosis 'Family history of malignant neoplasm of prostate' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
"Family history of malignant neoplasm of trachea, bronchus and lung",A01.00,,-0.030439162626862526,"The diagnosis 'Family history of malignant neoplasm of trachea, bronchus and lung' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
"Family history of malignant neoplasm of trachea, bronchus, and lung",A01.00,,-0.030439162626862526,"The diagnosis 'Family history of malignant neoplasm of trachea, bronchus, and lung' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
Family history of other specified malignant neoplasm,Z98.41,,-0.010596225038170815,The diagnosis 'Family history of other specified malignant neoplasm' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
Family history of unspecified malignant neoplasm,A01.00,,0.014959406107664108,The diagnosis 'Family history of unspecified malignant neoplasm' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Febrile nonhemolytic transfusion reaction,A01.00,,-0.018775304779410362,The diagnosis 'Febrile nonhemolytic transfusion reaction' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Fever presenting with conditions classified elsewhere,A01.00,,0.004991126712411642,The diagnosis 'Fever presenting with conditions classified elsewhere' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
"Fever, unspecified",A00.9,,0.1279408037662506,"The diagnosis 'Fever, unspecified' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.1 - ; A00.0 - ,True
Fibromyalgia,A01.00,,0.09230829775333405,The diagnosis 'Fibromyalgia' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
"Fistula of intestine, excluding rectum and anus",Z98.41,,0.017945412546396255,"The diagnosis 'Fistula of intestine, excluding rectum and anus' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
Fistula of stomach and duodenum,A01.00,,0.038074396550655365,The diagnosis 'Fistula of stomach and duodenum' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Fitting and adjustment of cardiac pacemaker,A01.00,,-0.015224698930978775,The diagnosis 'Fitting and adjustment of cardiac pacemaker' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
"Flatulence, eructation, and gas pain",A01.00,,0.06963393837213516,"The diagnosis 'Flatulence, eructation, and gas pain' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
"Fluid overload, unspecified",Z98.41,,0.0565493144094944,"The diagnosis 'Fluid overload, unspecified' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
"Food in respiratory tract, part unspecified causing asphyxiation, initial encounter",A01.00,,0.015504898503422737,"The diagnosis 'Food in respiratory tract, part unspecified causing asphyxiation, initial encounter' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
Foreign body in larynx,Z98.41,,0.039039246737957,The diagnosis 'Foreign body in larynx' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
"Fracture of one rib, left side, initial encounter for closed fracture",Z98.41,,0.09814160317182541,"The diagnosis 'Fracture of one rib, left side, initial encounter for closed fracture' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
"Fracture of subcondylar process of mandible, initial encounter for closed fracture",A01.00,,0.00951223075389862,"The diagnosis 'Fracture of subcondylar process of mandible, initial encounter for closed fracture' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
"Fracture, cause unspecified",A01.00,,0.06326868385076523,"The diagnosis 'Fracture, cause unspecified' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
Friedländer's bacillus infection in conditions classified elsewhere and of unspecified site,A01.00,,0.025439467281103134,The diagnosis 'Friedländer's bacillus infection in conditions classified elsewhere and of unspecified site' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Full incontinence of feces,A01.00,,0.14710676670074463,The diagnosis 'Full incontinence of feces' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Gas pain,Z98.41,,0.14265690743923187,The diagnosis 'Gas pain' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
"Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation",A01.00,,0.0013437620364129543,"The diagnosis 'Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
"Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction",A01.00,,-0.0027231317944824696,"The diagnosis 'Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
Gastro-esophageal reflux disease without esophagitis,A01.00,,0.01909831166267395,The diagnosis 'Gastro-esophageal reflux disease without esophagitis' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
"Gastrointestinal hemorrhage, unspecified",Z98.41,,0.07975924015045166,"The diagnosis 'Gastrointestinal hemorrhage, unspecified' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
